,Name,City,Cuisines,Average Cost,Aggregate Rating,Original Name
3010,K0XHp_3010,Arcata,"Fast Food, Pizza, Bakery, Seafood",77,3.4,Sagar Ratna
3171,mUSp6_3171,Hibbing,"Chinese, BBQ, Desserts",77,0.0,Kumar Sweet House
2845,6yUgo_2845,Madison,"Pizza, French, Mexican, BBQ, Seafood",77,2.5,Comesum
581,jVXLn_581,Kotzebue,"Tea, Mediterranean, Desserts",77,4.7,Tamba
6205,2nlZM_6205,Nome,"Tea, Bakery, Mediterranean, Desserts",77,2.8,Temptation Food
5618,71kCj_5618,Long Beach,"Bakery, Desserts",77,2.9,Green Chick Chop
3194,7YHh5_3194,Waterloo,"Tea, Pizza",77,2.7,Country Curries
3697,9jns9_3697,Brownsville,"Mexican, Desserts, Fast Food",77,4.4,Karate Kitchen
159,lSCGh_159,Alexandria,"Chinese, Bakery, BBQ, Fast Food",77,4.0,Mai Thai Restaurant
1794,ZlQhf_1794,Nashville,"Pizza, Mexican, Fast Food, Cafe, American",77,0.0,Full Dabba
5379,QnjVL_5379,Akron,"Cafe, Pizza",77,0.0,#hashtag
6714,03eLc_6714,Lewisburg,"Fast Food, Chinese, Cafe, Seafood",77,4.1,Showstopper
623,0xYcA_623,Omaha,"Cafe, BBQ",77,4.2,Crafted Blends
3158,M1OjK_3158,Cody,"Fast Food, Seafood",77,3.6,Nandlal Ka Dhaba
7457,ccqT7_7457,San Diego,"Desserts, Mexican, Cafe, American, Seafood",77,0.0,Dragon Way
146,patcF_146,Roanoke,"Pizza, Italian, Bakery, Fast Food, Indian, Seafood",78,4.6,Flatbread Neapolitan Pizzeria
8738,hM7VI_8738,Pocatello,"Pizza, Italian, BBQ, Cafe, American",78,2.6,The FLIP Cafe
9548,YXTy9_9548,Aberdeen,"French, Cafe, Desserts, Italian",78,3.7,Huqqa
8119,VBSVE_8119,Martha's Vineyard,"Tea, Bakery, Mediterranean, Desserts",78,2.7,Veg Always
5700,yLgQz_5700,Sitka,"Pizza, Indian, Seafood",78,0.0,Radhe Shyam Dhaba
5148,PAkNS_5148,Killeen,"Tea, Bakery, Desserts, Seafood",78,2.8,Pizza Hut Delivery
8802,dXz4O_8802,Tulsa,"Desserts, Cafe, Pizza, Bakery, Chinese",78,0.0,Indian Special Hot Momos
6832,gdi7K_6832,Hibbing,"Tea, Cafe, Mexican, BBQ",78,0.0,CHA! WA!!
8490,CUUR1_8490,Buffalo,"French, BBQ, Desserts",78,3.0,Jain Restaurant
821,n4Zi5_821,Toledo,"Desserts, Tea, Bakery, American, Mediterranean",78,4.4,Barbeque Nation
2482,1Z98j_2482,Santa Rosa,"Mexican, Desserts, Seafood",78,3.4,The American Joint
9328,3sxBH_9328,Kalispell,"Tea, Bakery, Pizza, Indian",78,4.2,Floriditas
4676,6yUtW_4676,Sun Valley,"Tea, Seafood, American, Fast Food",78,4.2,The Chatter House
154,9Y16R_154,Great Falls,"Desserts, Bakery, Fast Food, Cafe, Indian, Mediterranean",78,4.1,Flying Pie Pizzaria
3360,z8g6p_3360,Ithaca,"Mediterranean, Desserts, Seafood",78,3.2,Angels Kitchen
6911,MMpBZ_6911,Missoula,"Seafood, Mexican, Desserts, Italian",78,3.6,SS ONN THE GO
3303,FBbHN_3303,San Francisco,"Cafe, French, Pizza, Mediterranean",78,3.2,Shammi Bhai Lassi Wala
6336,UEyqA_6336,Atlanta,"Bakery, Indian, Mediterranean, Desserts",78,3.4,Barkat
9263,Bt7rh_9263,Boston,"Desserts, Tea, French, Bakery, Mediterranean, Seafood",78,3.8,Double Roti
2125,biwiJ_2125,Baton Rouge,"Cafe, Pizza, Fast Food",78,2.8,Roti Te Boti
4017,B20qU_4017,Martha's Vineyard,"Mexican, Pizza, BBQ, Fast Food",78,3.5,Royal Brewery Bistro
5259,r1djg_5259,Killeen,"Tea, Pizza, Bakery, Seafood",78,3.3,Kook For Health
2908,2XGF1_2908,Beaumont,"Tea, Italian, Bakery, BBQ, Mediterranean",78,3.6,Shri Gujrat Namkeen Bhandar
5735,UApu5_5735,Branson,"Tea, Cafe, Mexican, Pizza",78,0.0,Dilkhush Dhaba
8991,svLOW_8991,Kodiak,"French, Bakery, Seafood, Italian",78,0.0,Ganesh Chinese Food Corner
2686,UBJxI_2686,Roanoke,"Bakery, Indian, Desserts",78,4.1,The Sky High
5210,GDNto_5210,Pellston,"Tea, BBQ, Bakery, American, Mediterranean, Seafood",78,0.0,Snacks Point
1149,pHxPl_1149,Valdosta,"Desserts, Bakery, Fast Food, American, Mediterranean, Seafood",78,4.4,Martin's Corner
2684,0JkKD_2684,Del Rio,"Chinese, Indian, Desserts, Fast Food",78,4.4,Jom Jom Malay
2502,UZoCr_2502,Redding,"Bakery, Seafood",78,3.9,The Old House
182,o9nTc_182,Toledo,"Chinese, BBQ, Seafood",78,4.0,Devotay
5739,WoziV_5739,Jacksonville,"Pizza, Mexican, BBQ, Fast Food, Cafe",78,0.0,JMD Family Restaurant
6398,tV1M1_6398,Texarkana,"Tea, French, Cafe, Italian",78,3.2,Curries N More
6781,t2SAv_6781,Medford,"Cafe, Italian, BBQ, Fast Food, Chinese",78,2.8,Cafe Coffee Day
422,voxRR_422,Presque Isle,"French, Pizza, Seafood",78,4.2,Sansei Seafood Restaurant & Sushi Bar
7620,J6kHS_7620,Wilmington,"Cafe, Desserts",78,3.8,Keventers
5754,KG95E_5754,Pellston,"Pizza, French, Bakery, Fast Food, Chinese",78,0.0,TCW Chaat Point
5864,JMC7h_5864,Hyannis,"Cafe, Bakery, BBQ, Desserts",78,2.7,Mini Meals
3958,rYkKK_3958,Kodiak,"Seafood, Mexican, Fast Food",78,0.0,Adda The Spice Affair
973,yGbjS_973,Everett,"Pizza, Desserts, Seafood",78,0.0,Food On Wheels
4649,xfZLA_4649,Tallahassee,"Cafe, BBQ",78,3.7,Khan Chacha
8556,2lJnl_8556,El Paso,"Desserts, Pizza, Fast Food, Cafe, American",78,2.6,Wow! Momo
8196,59JJh_8196,Waco,"Tea, Pizza, Fast Food, Chinese, Indian",78,0.0,My Corn
9012,tGoqT_9012,Lansing,"Cafe, Pizza, Bakery, Chinese, Seafood",78,2.1,Chawla's 2
1219,N5tz9_1219,Victoria,"French, Cafe, Desserts",78,3.3,Fatburger
1160,qYxIP_1160,Lewiston,"Pizza, French, Bakery, Cafe, Indian, Seafood",78,4.2,Antares
2407,mF8sG_2407,Ithaca,"Tea, BBQ, Desserts",78,4.6,India Restaurant
8908,9Zvqq_8908,Houston,"Fast Food, Seafood",78,0.0,Hurry Curry Express
1611,uQr2g_1611,Mason City,"Desserts, Pizza, Mexican, Fast Food, American",78,3.2,Punjabi Dhani
2403,j5Jh5_2403,Redding,"Bakery, Pizza, BBQ, Desserts",78,4.2,Mumbai Local
2162,IMNTl_2162,Pocatello,"Bakery, Mediterranean, Desserts, Seafood",78,3.9,Wrapchick
6883,3fywE_6883,Kalamazoo,"Tea, Bakery, Mediterranean, BBQ",78,0.0,Tiffino Mania
3870,x62kF_3870,Peoria,"Tea, Cafe, Desserts, Seafood",78,3.4,Giani's
551,qmKFE_551,Bangor,"Pizza, French, BBQ, Fast Food, Seafood",78,3.6,SOHO Sushi Bar & Deli
7224,7O1yB_7224,Tulsa,"Cafe, Fast Food",78,0.0,Tandoor & Curry Restaurant
7050,9X1Zi_7050,Prescott,"Pizza, Bakery, BBQ, American, Seafood",78,3.4,Costa Coffee
7049,tP6rL_7049,Idaho Falls,"Tea, Bakery, BBQ, Indian, Seafood",78,3.1,Charu Nanda's Home Baked Cakes
8705,5vz1o_8705,College Station,"Tea, Mediterranean, Seafood",78,0.0,Chocolate Therapy by Nishi
3150,Bu9uj_3150,San Francisco,"Desserts, Tea, Italian, Bakery, BBQ",78,3.0,Taj Snacks
7994,nnGcg_7994,North Bend,"Desserts, Pizza, Bakery, Fast Food, American",78,2.7,Eat Me
7394,jIusg_7394,Lynchburg,"Desserts, Pizza, Mexican, Fast Food, American, Seafood",78,0.0,Babu Meat Wala
1777,DR2PZ_1777,North Bend,"Desserts, Pizza, Italian, Fast Food, Cafe",78,3.2,Kwality Cakes and Bakes
3087,H0qMO_3087,Hattiesburg,"Desserts, BBQ, Bakery, Cafe, Indian, Mediterranean",78,3.5,Zen
5920,ic7e0_5920,Melbourne,"Tea, Cafe, Pizza, Seafood",78,2.9,MT Everest Food Corner
1384,6GWHz_1384,Prescott,"Desserts, Pizza, Italian, Bakery, Fast Food, American",78,3.5,China Gatherings
5098,PMu5d_5098,Las Vegas,"Desserts, Tea, Bakery, BBQ, Indian",78,3.3,The Garden Terrace - Maidens Hotel
676,Dkah8_676,Burbank,"Tea, Bakery, BBQ, Seafood",78,3.2,Tandoor Restaurant
7386,yZxhf_7386,Twin Falls,"Tea, Bakery, BBQ, Seafood",78,2.8,Sethi's The Cake Shop
3782,zl1qf_3782,Nantucket,"Desserts, Pizza, Fast Food, Cafe, American",78,3.0,Cafe Coffee Day
1038,4h441_1038,Salina,"Tea, Fast Food",78,0.0,Caf愆 Kitchen
3617,ZZd6O_3617,College Station,"Tea, Chinese, Desserts",78,2.7,Ramesh Vaishno Dhaba
6683,x20iM_6683,Fresno,"Tea, Seafood, Pizza, Italian",78,3.7,McDonald's
7076,A4ibv_7076,Plattsburgh,"Desserts, Cafe, Bakery, BBQ, Chinese, American",78,3.9,Saravana Bhavan
3654,UZRxs_3654,Jamestown,"Tea, Indian, Fast Food",78,2.8,The Food Junction
9168,aEea0_9168,Provo,"Tea, Cafe, Bakery, Chinese, Seafood",78,4.2,Blue Water
1329,JDOY6_1329,Salt Lake City,"Desserts, Tea, Pizza, French, American",78,0.0,Mahek By Greenz
1856,9ZIgP_1856,Panama City,"Cafe, Pizza, Indian, BBQ",78,3.9,The Old School Brew House
5013,PrZRl_5013,Plattsburgh,"Tea, Cafe, Desserts, Fast Food",78,3.1,Tikka Town
6520,4CLZm_6520,Salisbury,"Bakery, Indian, BBQ, Italian",78,0.0,Vaishanavi Food Store
7417,F9EKn_7417,Shreveport,"BBQ, Mediterranean, Seafood",78,0.0,Sharma Ji Spring Roll
5973,VWd8T_5973,Marquette,"Tea, Bakery, Desserts",78,2.6,Bikano Chat Cafe
6180,UQ8Ba_6180,Bend,"Fast Food, Cafe, Mediterranean, Italian",78,3.4,Grover Mithaivala
2297,RdQv4_2297,Sun Valley,"Desserts, Tea, Bakery, BBQ, Chinese, Mediterranean",78,4.0,Shanghai Salsa
4998,H2LfS_4998,La Crosse,"French, Indian, Cafe, Fast Food",78,3.7,Elma's Brasserie
9488,wOaLp_9488,Niagara Falls,"Tea, Cafe, Italian, Bakery, Fast Food, Chinese",78,4.4,Cafe Del Sol Botanico
5070,pQLnV_5070,Wenatchee,"Cafe, Bakery, Desserts",78,0.0,Kaka De Dhaba
6227,riunF_6227,New York,"Pizza, Bakery, Desserts",78,3.4,Sir John Bakery Cafe
6229,3gTky_6229,Portsmouth,"Tea, Cafe, Bakery",78,3.5,Giani
5103,200Rp_5103,Devils Lake,"Tea, Italian, French, Bakery, BBQ, Fast Food",78,0.0,ABC Restaurant
7476,HOcTG_7476,Green Bay,"Tea, Pizza, Desserts",78,3.1,Cake Shop - The Ashok
7393,49LiE_7393,Sun Valley,"Cafe, Bakery, Chinese, Indian, Seafood",78,0.0,Aggarwal Sweet Corner
6430,0TQ2I_6430,San Luis Obispo,"Pizza, Indian, BBQ, Fast Food",78,3.6,Cafe Coffee Day
6965,XYkL1_6965,Pensacola,"Fast Food, Bakery, Desserts, Italian",78,0.0,Krispy Kitchen
6317,vdOFS_6317,Missoula,"Desserts, Fast Food",78,4.5,Cafe Lota
767,Kgokz_767,Cedar City,"Tea, Fast Food",78,4.1,Silver Streak
2003,SO9kC_2003,Dayton,"Fast Food, French, BBQ, Seafood",78,0.0,Cookingo
2867,I3xfS_2867,Yakutat,"Bakery, Pizza, Indian, BBQ",78,3.1,Tiwari Ji Confectioner
1684,f7eAB_1684,Brownsville,"Cafe, Pizza, BBQ, Seafood",78,0.0,Shree Bikaner Mishthan Bhandar
4878,SB3fQ_4878,Madison,"Bakery, Pizza, American, Fast Food",78,3.7,Tongue Thai'd
1648,0jmTo_1648,Traverse City,"Tea, Cafe, Chinese, American, Seafood",78,3.2,Desserts 83
4580,BFAHz_4580,Concord,"Tea, Seafood",78,2.6,R1 Lounge
8429,46SjI_8429,Cheyenne,"Pizza, Italian, Bakery, Fast Food, Chinese",78,3.7,Bikanervala
9228,9PVdF_9228,Fort Wayne,"Tea, Chinese, Desserts",78,4.6,La Quello - Mediterranean Kitchen
6486,Mf81u_6486,Brunswick,"Cafe, Desserts, Seafood",78,2.5,Anupam Sweets
2784,P4qO3_2784,Hagerstown,"Bakery, Desserts, Fast Food",78,3.4,Red - Bellagio
218,0RL1w_218,Charleston,"Desserts, Tea, Italian, French, Cafe",78,4.1,Filling Station
2210,Jj7iL_2210,Syracuse,"Tea, Indian, American, Fast Food",78,0.0,Food Ka Adda
2362,AFtuY_2362,Arcata,"Pizza, Bakery, BBQ, Seafood",78,4.0,Royal Dine - Hotel Royal Cliff
107,s6Jwn_107,Aguadilla,"Desserts, Tea, BBQ, Fast Food, Mediterranean",78,3.7,The Grill
8717,o98GL_8717,Bozeman,"Desserts, Tea, Bakery, BBQ, American",78,3.0,Chocopur
2872,nI4Is_2872,Lubbock,"French, Chinese, Desserts, Fast Food",78,3.8,Annapurna Bhandar
3119,3IMVl_3119,Rochester,"Cafe, Bakery, American, Mediterranean",78,4.3,Wenger's
7223,VK4Io_7223,Evansville,"Tea, Pizza, Mexican, BBQ, Fast Food, American",78,0.0,Sangam Ratna
3118,gUImt_3118,North Platte,"Tea, Seafood",78,4.3,Wenger's Deli
69,SGU24_69,Lubbock,"Cafe, BBQ, Desserts, Italian",78,0.0,Cantinho da Gula
7497,QMHAF_7497,Richmond,"Tea, Pizza, American, Seafood",78,3.7,San Gimignano - The Imperial
375,SrppV_375,Redding,"Pizza, Bakery, Desserts, Seafood",78,4.6,New Yorker Deli & Pizzeria
5805,PirHp_5805,Pasco,"Desserts, Mexican, Bakery, Indian, Seafood",78,0.0,Nik's Chawla Chik Inn
4897,hmsDn_4897,Key West,"Desserts, Tea, French, BBQ, Fast Food",78,0.0,Preechen
7891,zF08U_7891,Charlotte Amalie,"Desserts, Tea, Italian, Cafe, Seafood",79,3.4,Ishwar Sweets
2698,L7iDe_2698,Reno,"Bakery, Mexican, Pizza, Seafood",79,3.4,Nagpal's
5959,oXKIJ_5959,Aberdeen,"Cafe, Pizza, Mediterranean, BBQ",79,0.0,Aloo Bhaji Restaurant
5826,tVZtA_5826,Seattle,"Pizza, Bakery, BBQ, Chinese, Seafood",79,3.0,Cafe Coffee Day
2545,0sW5M_2545,Portland,"Mediterranean, Desserts, Fast Food",79,3.8,Barbeque Nation
2539,zaN5C_2539,Salt Lake City,"Tea, Cafe, Mexican, Seafood",79,3.8,Mainland China
9501,dNvgl_9501,Salina,"Tea, BBQ, American, Desserts",79,4.0,The Commons
2454,nRN98_2454,Aguadilla,"BBQ, Mediterranean, Desserts, Fast Food",79,3.9,Barbeque Nation
5960,DSDvw_5960,Santa Barbara,"Pizza, Italian, Fast Food, Chinese, Seafood",79,0.0,Chinese Corner
5957,GDvm8_5957,Aberdeen,"Fast Food, Cafe, Desserts, Seafood",79,2.2,Comesum
2149,OarHi_2149,Watertown,"Fast Food, BBQ, Italian",79,3.2,Faasos
3035,Zsa5Z_3035,Lake Charles,"BBQ, Mediterranean, Desserts, Seafood",79,3.9,FLYP@MTV
3283,eebTv_3283,Lihue,"Pizza, Mexican, Fast Food, Mediterranean, Seafood",79,3.0,Frontier
2642,In7kl_2642,Cheyenne,"Chinese, Bakery, Pizza",79,3.4,Dial n Dine
2405,yxSQ6_2405,Pago Pago,"French, BBQ, Seafood",79,4.0,TGI Friday's
3328,zcIOw_3328,Grand Forks,"Cafe, Indian, Desserts",79,0.0,The Pork Shop
7343,TAnRL_7343,Scottsbluff,"Tea, Bakery, Italian",79,3.8,Costa Coffee
3137,iLU1L_3137,Lynchburg,"Bakery, Indian, Desserts, Seafood",79,3.7,Haldiram's
5644,kpril_5644,Kansas City,"Fast Food, French, Pizza, Italian",79,0.0,King Of Roll
2372,QpY6V_2372,Eugene,"Tea, Pizza, Italian, Cafe, Seafood",79,3.4,Upper Crust
197,XEiWB_197,Dodge City,"Tea, Seafood",79,4.2,Buckhead Bar and Grill
7690,X1Gt7_7690,Gulfport,"Cafe, Mexican, Pizza, Desserts",79,3.0,Nirula's Ice Cream
2258,ukU8M_2258,Richmond,"Cafe, Pizza",79,2.8,Sona Chinese
2580,Ujp2k_2580,Sioux Falls,"Cafe, Pizza, BBQ, Chinese, American",79,0.0,365 Naturals
3003,FBTBy_3003,Cheyenne,"Bakery, BBQ, Fast Food, Mediterranean, Seafood",79,3.4,Costa Coffee
2689,MNhKX_2689,San Juan,"Bakery, American, Cafe, BBQ",79,3.0,Pizzaon
5541,4VHVh_5541,La Crosse,"Pizza, BBQ, Cafe, Indian, Seafood",79,0.0,Naughty 9 Kitchen & Bar
2607,plwbv_2607,Shreveport,"Tea, BBQ, Seafood",79,2.8,Sartaj Food Corner
5290,Ps0Mw_5290,Santa Rosa,"Tea, Pizza, BBQ, Desserts",79,0.0,Choksi Chinese
5886,ARysR_5886,Ontario,"American, BBQ, Fast Food",79,3.8,Papa Veg Chinese Food
9220,kHncr_9220,San Jose,"Desserts, French, Bakery, BBQ, Fast Food",79,4.3,Barbeque Nation
6914,bZ6R3_6914,Vernal,"Desserts, Cafe, Pizza, Fast Food, Chinese",79,0.0,Nanu Ki Rasoi
8209,8kmUA_8209,Denver,"Cafe, American, BBQ, Fast Food",79,4.1,New Town Cafe - Park Plaza
1702,M5U1c_1702,Everett,"Chinese, Pizza, Desserts",79,2.8,Domino's Pizza
8531,Hpg5A_8531,Yakima,"Tea, Fast Food, Desserts, Seafood",79,2.3,Pizza Hut Delivery
8212,V8X2I_8212,Plattsburgh,"Desserts, Tea, BBQ, Chinese, Mediterranean",79,0.0,Rasoi Dil Se
3774,MlNRn_3774,Dothan,"Tea, Cafe, BBQ",79,4.2,Whipped
3499,Pa4t7_3499,Omaha,"Bakery, Fast Food",79,0.0,Firangi Mithai
8996,DLbMi_8996,Raleigh,"Tea, Cafe, Seafood",79,0.0,Ice Stone Cafe
1907,KvkmE_1907,Charlotte Amalie,"Tea, Chinese, Fast Food, Seafood",79,3.0,Cafeast
4271,URCGc_4271,Columbus,"Chinese, Bakery, BBQ, Italian",79,0.0,Sanjha Chulha
473,0zuWL_473,Newark,"Cafe, Pizza, Desserts, Seafood",79,3.8,Artistry
3938,xTCiF_3938,Augusta,"Cafe, Pizza, Desserts",79,2.9,Spicy
7205,FWuEp_7205,Bozeman,"Indian, BBQ, Fast Food",79,3.0,Shree Bhog Pure Veg Restaurant
3931,UwKgx_3931,Prescott,"Tea, Pizza, Seafood",79,2.7,Overdose
5165,iSLvO_5165,West Palm Beach,"Bakery, BBQ",79,3.5,Chic Fish
1127,BqLub_1127,Idaho Falls,"French, Desserts, Fast Food",79,2.9,Chinese X'Press
4511,HvSMo_4511,Louisville,"Tea, Cafe",79,3.5,Shri Bankey Bihari Brajwasi Rasgulle Wala
9226,b8lOu_9226,Victoria,"American, Desserts, Seafood",79,3.8,Offside Lounge
7180,M7SpS_7180,Dodge City,"Desserts, French, BBQ, Indian, Seafood",79,4.6,Greenr Cafe
1724,LSx6s_1724,Pasco,"Tea, French, BBQ, Bakery, Fast Food, Chinese",79,3.2,Burger Point
8291,15GQb_8291,Grand Forks,"French, Pizza, BBQ",79,0.0,Mayur Kitchen
1050,Cr88m_1050,Johnstown,"Desserts, Bakery, Fast Food, Mediterranean, Seafood",79,0.0,Chicken Inn Family Meat Shop
9085,k7GqF_9085,Detroit,"Fast Food, Tea, Desserts, Italian",79,3.4,Turquoise Turkish Ice-cream
4892,Dm46g_4892,Florence,"Desserts, French, Bakery, BBQ, Cafe",79,0.0,Bigbee
9188,YY6pN_9188,New York,"Tea, Chinese, Cafe",79,3.4,The Best
8875,OY1bU_8875,Bozeman,"Cafe, Seafood",79,3.3,Oh Buoy
8428,V5Q6t_8428,Cedar Rapids,"Tea, Bakery, Fast Food, Indian, Seafood",79,3.6,Bikanervala Bliss
6657,RWoJm_6657,Mosinee,"Italian, Bakery, BBQ, Cafe, Indian",79,4.7,Naturals Ice Cream
1277,Nu26Z_1277,St. Cloud,"Seafood, Bakery, BBQ, Italian",79,3.5,The Breakfast Club
1335,bbQPH_1335,Florence,"Pizza, Seafood",79,3.2,Anandum
8545,ZN9zS_8545,Roanoke,"Mexican, Bakery, Seafood",79,0.0,Sweet Spells
6254,18LWj_6254,Shreveport,"Tea, American, Seafood",79,3.1,Hill Chillz 26
1424,7yyUg_1424,Denver,"French, BBQ, Fast Food",79,3.4,Tasty Fare
2129,X9GkL_2129,Bend,"Pizza, BBQ, Fast Food, Chinese, Indian, Seafood",79,3.7,Fu.D
5232,v1GOX_5232,Abilene,"Pizza, Mediterranean, BBQ",79,2.9,Aggarwal Sweet & Bakers
8936,QvDoH_8936,San Luis Obispo,"Cafe, Bakery, Desserts",79,2.8,South King Restaurant
8862,7polx_8862,Santa Maria,"Desserts, Pizza, French, Mexican, Fast Food, Cafe",79,2.8,Floating Cakes
8150,24iYK_8150,Pellston,"French, Bakery, American, Fast Food",79,3.4,Sikandrabadi Biryani
4995,BEdxN_4995,Gainesville,"Pizza, Bakery, Desserts, Fast Food",79,3.5,Celeste
5224,QqzDU_5224,Cincinnati,"Pizza, BBQ, Fast Food, Cafe, Indian",79,3.2,Vibes of Punjab
3663,auNGg_3663,Albuquerque,"Bakery, Mediterranean, BBQ",79,3.7,Bread & More
6602,rLrhy_6602,Alpena,"Chinese, French, Bakery, Cafe, Seafood",79,3.1,Wrapss
4111,7CfO9_4111,San Angelo,"Desserts, Mexican, BBQ, Cafe, American, Seafood",79,3.4,Laxmi Ice Cream
1429,Z9ns6_1429,Cedar City,"Desserts, Pizza, Italian, Bakery, Indian, Seafood",79,3.4,IZU
441,TWmyd_441,Spokane,"Desserts, Cafe, French, Fast Food, Chinese",79,3.7,Moon River Brewing Company
6524,XP7oO_6524,Memphis,"Tea, Italian, Bakery, Cafe, Mediterranean",79,3.3,Savannah Bar - Radisson Blu Plaza Delhi
3695,t5RJk_3695,Abilene,"Cafe, Bakery, Pizza, Seafood",79,4.1,Druk
5086,tOkZX_5086,Idaho Falls,"Desserts, Tea, Italian, BBQ, Seafood",79,0.0,Satya Dhaba
988,cWKKC_988,Scranton,"Desserts, Italian, Bakery, Indian, Seafood",79,3.0,Parkash Dhaba
8769,pTrIg_8769,Rhinelander,"Seafood, BBQ, Fast Food",79,0.0,Ayush Chicken Point
8767,z9zzq_8767,Amarillo,"French, Bakery, Fast Food",79,3.6,Mishti's Kitchen
4968,xxM07_4968,New Bern,"Tea, French, Bakery, BBQ, Mediterranean",79,3.1,Capital Curry
7120,phYYZ_7120,San Angelo,"Desserts, Seafood",79,2.9,Priya Panchvati
1417,xHXaX_1417,Salina,"Tea, Cafe, BBQ",79,4.2,Bun Intended
6694,2ZGDX_6694,Williston,"Chinese, Mediterranean, Desserts, Seafood",79,3.6,The Momoz Hub
6763,720h2_6763,Williston,"Pizza, Desserts",79,3.5,WTF - What's the Food?
254,WkSgo_254,Minneapolis,"Tea, Chinese, Indian, Cafe",80,3.2,Malo
589,d8rvK_589,Devils Lake,"Cafe, Mexican, Seafood",80,4.9,AB's Absolute Barbecues
6250,ItVq3_6250,Baton Rouge,"Desserts, Tea, Pizza, French, Seafood",80,2.5,Frontier Restaurant
3735,1q7UY_3735,Sitka,"French, Pizza, Seafood",80,3.8,Beeryani
4535,QV6sU_4535,Niagara Falls,"Bakery, BBQ, Cafe, Desserts",80,3.4,Khana Vaana
8020,vgY3T_8020,Greensboro,"Fast Food, Seafood, Cafe, Italian",80,0.0,Al-Kausar's
3107,aUjbx_3107,Bristol,"Tea, Mexican, Bakery, Cafe, American",80,4.1,Odeon Social
1735,wqn37_1735,Lihue,"Tea, Mexican, Bakery, BBQ, Mediterranean",80,3.1,Indian & Chinese Corner
4615,PR3Bz_4615,Hartford,"Pizza, Italian, BBQ, Fast Food, Seafood",80,3.6,Subway
4909,7dMFI_4909,Saipan,"Tea, Desserts, Fast Food",80,3.0,Canteeno
687,pvABU_687,Dothan,"Chinese, Bakery, Seafood, Fast Food",80,4.0,Ahuja Milk Bhandar
4282,LFvUL_4282,Spokane,"Fast Food, Cafe, Bakery, Italian",80,4.1,Novelty Dairy & Stores
2316,HwQFD_2316,Abilene,"Tea, Pizza, Bakery, BBQ, Chinese, Mediterranean",80,3.9,The Grand Trunk Road
7018,UVeBh_7018,Cedar City,"Desserts, Pizza, BBQ, Chinese, Seafood",80,3.9,Nature Hut Cafe
9150,PwZS5_9150,Ontario,"Fast Food, Chinese, Seafood",80,3.8,Le Dupleix
7474,l4bI4_7474,Eau Claire,"Tea, Pizza, French, BBQ, Cafe",80,3.6,Burger King
682,Bq4pR_682,Richmond,"Tea, Pizza, Italian, Fast Food, Seafood",80,3.6,Paradise
4539,iYpzT_4539,Mason City,"Cafe, Seafood, Desserts, Fast Food",80,3.4,Rumours
6248,3NrH0_6248,Los Angeles,"Tea, Mexican, BBQ, Cafe, American",80,2.6,Domino's Pizza
2710,rPB3W_2710,Long Beach,"Desserts, Pizza, Italian, Bakery, Fast Food, Mediterranean",80,0.0,6 Pack Momos
9059,sbJIJ_9059,Toledo,"Cafe, Bakery, Indian, Pizza",80,3.3,Pizza Hut
9438,9vjVD_9438,Corpus Christi,"Pizza, Fast Food",80,4.1,Coco Safar
1415,K5x7e_1415,Concord,"Fast Food, Mexican, Pizza, Seafood",80,3.6,Wah! Amritsar
2444,2xAaf_2444,St. Cloud,"American, Desserts, Fast Food",80,3.7,Mocha
7919,WPgjn_7919,Elmira,"Bakery, Pizza, American, Seafood",80,3.2,THS - The Hunger Street
1528,nFJ13_1528,Buffalo,"Desserts, Pizza, French, BBQ, Chinese",80,2.8,Ammu's South Indian Restaurant
7916,45laz_7916,Amarillo,"Tea, Bakery, Indian",80,3.2,Taneja Bakery
5551,F1En4_5551,Dubuque,"Tea, French, Pizza, Italian",80,3.1,Foody Box
4092,Xal48_4092,Champaign,"Tea, Cafe, Pizza, Italian, BBQ, Chinese",80,3.5,Udupi Cafe
4102,vqug1_4102,Memphis,"Pizza, Desserts, Seafood",80,3.1,Delhi Dhaba
4608,gcaHu_4608,North Bend,"Pizza, Italian, Fast Food, Cafe, Seafood",80,3.6,Peshawari Chicken Corner
7904,PiROk_7904,Tucson,"Pizza, Mexican, Bakery, Cafe, Seafood",80,2.8,Sai Ann Kutir
6778,9hXUK_6778,Augusta,"Mexican, BBQ, Mediterranean, Desserts",80,3.4,Bamboo Hut
4164,xGuHR_4164,Gustavus,"Tea, French, Desserts",80,3.5,Dil Pasand Biryani Point
939,1UYvn_939,New Orleans,"Chinese, Bakery, Indian, Desserts",80,2.7,Momo-Cha
1451,bHeFn_1451,Williston,"Bakery, Indian, Cafe",80,2.7,Not Just Paranthas
1554,qHTuH_1554,Detroit,"French, BBQ, Fast Food, Cafe, Seafood",80,3.7,Vapour Pub & Brewery
4728,bNaBF_4728,Twin Falls,"BBQ, Cafe, American, Desserts",80,3.6,Mr. Grill
4214,PPE9e_4214,Monterey,"Bakery, Seafood",80,3.6,Hot Cherries
4002,28sko_4002,Monterey,"Tea, French, Cafe",80,3.4,Cafe on 3 - Holiday Inn
6716,nSokP_6716,Cincinnati,"Bakery, Fast Food",80,4.1,The Diet Kitchen
3089,ONgbn_3089,State College,"Bakery, BBQ, Cafe",80,0.0,Kettle & Kegs
